Rank,Name,Year,Position,Binary_SP,WAR,완투,완봉,승,패,세이브,홀드,이닝,자책점,4구,삼진,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
2316,이상화,2015,P,1,0.46,0,0,3,8,0,0,55,40,25,35,6.55,7.04,6.73,6.42,5.48,1.71
2317,이동현,2015,P,0,0.46,0,0,5,5,4,11,59.1,29,20,55,4.4,5.01,5.44,5.8,3.52,1.43
2318,이명우,2011,P,0,0.45,0,0,0,0,0,3,22.1,9,7,19,3.63,4.43,4.43,4.25,3,1.61
2319,박정배,2015,P,0,0.45,0,0,2,2,0,2,25.1,15,13,28,5.33,5.33,4.88,4.78,4.33,1.5
2320,신정락,2014,P,0,0.45,0,0,1,3,0,0,51.1,38,16,39,6.66,6.66,6.03,6.55,5.42,1.34
2321,권혁,2013,P,0,0.43,0,0,0,1,0,3,36.1,16,16,41,3.96,4.21,4.17,4.18,4.07,1.4
2322,임찬규,2012,P,0,0.43,0,0,1,5,0,1,55.2,28,23,31,4.53,4.69,4.69,4.83,4.44,1.69
2323,김광수,2011,P,0,0.42,0,0,2,3,6,3,37.2,20,24,24,4.78,4.78,4.78,4.82,4.96,2.04
2324,이성민,2015,P,0,0.42,0,0,5,7,4,7,72.2,37,33,58,4.58,5.45,6.13,5.96,5.39,1.72
2325,류택현,2013,P,0,0.42,0,0,0,0,0,16,29.1,10,6,23,3.07,3.07,4.11,4.41,3.39,1.26
2326,임태훈,2011,P,0,0.41,0,0,1,1,7,0,19,8,7,13,3.79,3.79,3.79,3.92,4.77,1.21
2327,김건한,2014,P,0,0.41,0,0,0,1,1,0,36.1,22,9,23,5.45,6.69,5.96,5.92,4.69,1.4
2328,김상현,2012,P,0,0.4,0,0,0,0,0,0,17,6,8,15,3.18,3.18,3.18,3.27,3.44,1.29
2329,정대현,2013,P,0,0.4,0,0,5,4,1,16,51.1,19,21,34,3.33,3.68,5.1,4.81,4.29,1.5
2330,이명우,2015,P,0,0.39,0,0,2,1,0,6,59,37,20,34,5.64,6.71,6.29,6.3,4.76,1.66
2331,나이트,2014,P,1,0.39,0,0,1,2,0,0,29.1,18,22,19,5.52,6.75,6.6,6.23,7.09,1.98
2332,강영식,2015,P,0,0.39,0,0,2,1,2,6,38.2,18,10,46,4.19,4.89,6.19,5.72,3.77,1.29
2333,배장호,2015,P,1,0.38,0,0,0,2,0,0,28.2,21,10,9,6.59,6.59,6.33,5.89,6.9,1.57
2334,이민호,2013,P,0,0.38,0,0,1,3,10,1,66.1,31,34,60,4.21,4.21,4.72,4.83,4.58,1.4
2335,윤지웅,2011,P,0,0.38,0,0,2,0,0,9,28.2,13,14,19,4.08,4.71,4.71,4.63,5.14,1.67
2336,정현욱,2014,P,0,0.38,0,0,2,2,0,1,32.1,17,15,24,4.73,4.73,5.78,5.82,5.4,1.67
2337,부시,2012,P,1,0.37,0,0,4,6,0,0,81.1,40,31,45,4.43,4.98,4.98,4.99,4.72,1.36
2338,최영필,2012,P,0,0.37,0,0,2,1,0,5,53,27,10,40,4.58,4.58,4.58,4.59,3.76,1.17
2339,김선규,2015,P,0,0.37,0,0,2,0,0,2,31.2,11,10,19,3.13,3.41,5.09,5.49,5.55,1.39
2340,로페즈,2012,P,1,0.36,0,0,3,2,0,0,28,12,3,13,3.86,4.18,4.18,4.18,4.04,1.04
2341,찰리,2015,P,1,0.36,0,0,4,5,0,0,53.1,34,19,29,5.74,6.58,6.5,6.68,6.03,1.61
2342,한기주,2012,P,0,0.36,0,0,1,1,7,0,19.2,7,8,13,3.2,3.66,3.66,3.65,3.86,1.42
2343,하영민,2014,P,1,0.36,0,0,3,5,0,0,62.1,50,28,43,7.22,7.51,7.21,7.21,5.64,1.8
2344,조현근,2015,P,0,0.35,0,0,0,0,0,1,19.1,7,7,11,3.26,4.66,4.82,4.54,4.57,1.29
2345,홍성무,2015,P,0,0.35,0,0,0,1,0,0,28,15,9,22,4.82,4.82,5.48,5.48,5.36,1.43
2346,윤근영,2012,P,0,0.35,0,0,2,2,0,2,38.2,16,19,25,3.72,4.66,4.66,4.6,4.09,1.34
2347,전유수,2012,P,0,0.34,0,0,1,0,0,0,35.1,17,10,21,4.33,4.33,4.33,4.34,3.73,1.42
2348,김태훈,2011,P,0,0.34,0,0,0,0,0,1,18,8,11,15,4,4,4,4.08,3.44,1.61
2349,박정배,2014,P,0,0.34,0,0,6,4,1,10,43.1,28,23,34,5.82,6.02,6.46,6.23,5.05,1.5
2350,임현준,2011,P,0,0.33,0,0,2,0,0,2,17.1,6,12,9,3.12,4.15,4.15,4.11,4.98,1.85
2351,박정수,2015,P,0,0.33,0,0,0,3,0,0,42.1,26,19,25,5.53,6.59,6.3,6.19,5.57,1.56
2352,채병용,2015,P,0,0.33,0,0,4,4,0,1,83,56,27,78,6.07,6.07,6.46,6.55,5.26,1.57
2353,배장호,2014,P,0,0.33,0,0,2,2,0,0,28,15,15,9,4.82,5.14,6.04,6.05,5.98,1.5
2354,변진수,2014,P,0,0.32,0,0,0,0,0,3,33.2,19,10,29,5.08,5.61,5.93,6.12,4.45,1.34
2355,김승회,2011,P,0,0.32,0,0,3,3,0,0,65.1,34,33,53,4.68,5.37,5.37,5.55,4.67,1.44
2356,이혜천,2014,P,0,0.32,0,0,1,0,0,2,18,6,8,17,3,3.5,4.88,5.25,3.62,1.67
2357,에반,2015,P,0,0.32,0,0,4,0,0,4,26.1,13,13,25,4.44,5.13,5.3,5.38,3.37,1.63
2358,윤근영,2015,P,0,0.31,0,0,1,4,0,2,32,20,21,21,5.63,6.47,6.27,6.09,5.99,1.75
2359,진해수,2015,P,0,0.31,0,0,2,2,0,4,28.1,18,16,20,5.72,6.04,5.27,5.6,5.47,1.59
2360,김강률,2013,P,0,0.31,0,0,0,0,0,0,19.2,7,17,17,3.2,3.66,3.34,3.54,4.92,1.78
2361,허준혁,2011,P,0,0.3,0,0,0,0,0,0,18.2,10,8,8,4.82,4.82,4.82,4.62,4.85,1.13
2362,서동환,2011,P,0,0.3,0,0,1,2,0,0,22,11,11,13,4.5,4.5,4.5,4.65,5.34,1.64
2363,송신영,2014,P,0,0.3,0,0,2,1,0,2,42.1,31,16,28,6.59,7.02,6.97,6.66,5.96,1.72
2364,김상수,2013,P,0,0.3,0,0,0,1,0,0,28.1,16,13,20,5.08,5.08,5.03,4.49,4.1,1.41
2365,정대훈,2015,P,0,0.3,0,0,1,1,0,2,36,19,14,12,4.75,5.25,6.18,5.92,6.13,1.61
2366,전유수,2013,P,0,0.3,0,0,2,0,2,3,57.2,28,23,35,4.37,4.37,4.88,4.75,4.97,1.44
2367,카도쿠라,2011,P,1,0.29,1,1,5,6,0,0,86.1,39,31,62,4.07,5.73,5.73,5.67,4.36,1.42
2368,김상수,2012,P,0,0.29,0,0,2,1,0,0,45.2,24,39,36,4.73,4.73,4.73,4.59,5.34,1.77
2369,금민철,2014,P,1,0.29,0,0,3,5,0,0,41.2,28,30,24,6.05,7.56,7.04,7,6.71,1.94
2370,김광현,2011,P,1,0.29,1,0,4,6,0,0,74.1,40,45,61,4.84,5.45,5.45,5.56,4.49,1.55
2371,안승민,2012,P,0,0.29,0,0,3,7,16,5,72,38,21,53,4.75,5.13,5.13,5.07,3.71,1.25
2372,윤희상,2011,P,0,0.29,0,0,3,1,0,0,46.2,25,12,32,4.82,5.21,5.21,5.31,4.95,1.44
2373,박준표,2015,P,0,0.28,0,0,2,2,0,3,46,32,11,33,6.26,6.26,6.16,6.04,4.34,1.41
2374,험버,2015,P,1,0.28,0,0,3,3,0,0,50.2,38,32,35,6.75,6.75,6.54,6.46,7.21,1.86
2375,임지섭,2015,P,1,0.28,0,0,1,2,0,0,31.2,22,36,37,6.25,6.54,5.81,6.32,6.02,1.71
2376,김태영,2015,P,0,0.27,0,0,0,2,0,4,26,15,8,30,5.19,5.54,5.54,5.49,4.01,1.69
2377,조태수,2011,P,0,0.27,0,0,0,0,0,0,29,16,9,16,4.97,4.97,4.97,4.98,4.85,1.38
2378,허준혁,2012,P,0,0.27,0,0,0,0,0,1,16.1,7,13,7,3.86,3.86,3.86,3.86,5.61,1.84
2379,노경은,2015,P,0,0.27,0,0,1,4,4,0,58.1,29,37,41,4.47,5.09,5.81,6.17,5.74,1.61
2380,홍성용,2014,P,0,0.27,0,0,0,1,0,3,12.2,6,8,5,4.26,4.97,5.01,4.82,6.41,1.58
2381,이재영,2014,P,0,0.27,0,0,1,0,0,4,48,33,28,42,6.19,6.56,6.68,6.64,5.61,1.52
2382,김성현,2011,P,1,0.26,0,0,4,9,0,0,117.2,71,67,68,5.43,5.74,5.74,5.74,5.01,1.66
2383,김수완,2013,P,0,0.26,0,0,1,0,0,0,50.2,23,25,22,4.09,4.97,5.68,5.39,5.31,1.62
2384,마정길,2013,P,0,0.26,0,0,4,1,1,1,33,15,18,31,4.09,5.45,5.07,4.81,3.69,1.52
2385,한승혁,2013,P,0,0.26,0,0,0,0,0,0,19,10,8,15,4.74,4.74,4.74,4.39,3.46,1.68
2386,백정현,2015,P,0,0.26,0,0,0,0,0,2,28,19,20,37,6.11,6.11,5.9,5.91,4.28,1.86
2387,임찬규,2013,P,0,0.26,0,0,1,1,0,0,44,23,21,45,4.7,4.91,5.36,5.6,4.62,1.64
2388,고원준,2013,P,1,0.25,0,0,1,4,0,0,51.1,33,22,26,5.79,6.49,5.99,5.8,4.97,1.68
2389,김광삼,2011,P,1,0.25,0,0,4,5,0,0,93,49,41,41,4.74,5.61,5.61,5.79,5.05,1.6
2390,매그레인,2011,P,1,0.25,0,0,2,6,0,0,53.2,32,19,38,5.37,5.37,5.37,5.48,5.18,1.53
2391,이성민,2013,P,0,0.25,0,0,3,4,0,4,57.2,33,27,33,5.15,5.46,5.06,5.18,5.85,1.6
2392,진명호,2011,P,0,0.25,0,0,1,2,0,0,48,26,26,45,4.88,6,6,5.75,4.38,1.54
2393,임준혁,2014,P,0,0.25,0,0,1,3,0,2,32,18,18,17,5.06,6.75,6.6,6.42,5.88,1.63
2394,배영수,2011,P,1,0.25,0,0,6,8,0,1,103,62,27,47,5.42,5.85,5.85,5.79,4.02,1.5
2395,장진용,2015,P,1,0.24,0,0,1,3,0,0,32.1,23,7,20,6.4,7.24,6.33,6.44,5.54,1.55
2396,김현우,2013,P,0,0.24,0,0,0,0,0,0,13,5,6,18,3.46,3.46,2.73,2.67,3.6,1.31
2397,황재규,2013,P,0,0.24,0,0,1,0,0,0,34.2,16,6,25,4.15,4.93,5.08,4.8,3.4,1.24
2398,백인식,2015,P,1,0.24,0,0,1,2,0,0,20.2,11,11,14,4.79,5.66,5.66,5.8,5.5,1.69
2399,이재곤,2015,P,1,0.24,0,0,0,2,0,0,13,9,18,9,6.23,6.92,5.85,5.35,8.52,2.54
2400,임진우,2011,P,0,0.24,0,0,0,0,0,0,14.1,7,4,10,4.4,4.4,4.4,4.35,4.01,1.47
2401,이성민,2014,P,1,0.23,0,0,1,2,0,0,28,18,16,14,5.79,7.07,6.8,6.99,4.89,1.89
2402,문성현,2012,P,0,0.22,0,0,1,1,0,3,38.1,18,11,31,4.23,4.93,4.93,4.79,2.35,1.28
2403,장효훈,2012,P,0,0.22,0,0,0,6,1,1,61,34,42,42,5.02,5.16,5.16,5.02,4.69,1.72
2404,박민호,2014,P,0,0.22,0,0,2,3,0,0,31.1,19,10,12,5.46,7.18,6.94,6.89,6.32,1.63
2405,박민호,2015,P,0,0.21,0,0,1,1,0,1,27.1,13,9,12,4.28,5.93,6.21,6.11,5.98,1.28
2406,한승혁,2014,P,0,0.2,0,0,1,5,0,0,58.2,47,48,54,7.21,7.21,7.21,7.15,5.66,1.88
2407,고효준,2015,P,0,0.2,0,0,0,3,0,0,51,35,31,43,6.18,6.53,6.34,6.33,5.98,1.8
2408,서재응,2013,P,1,0.2,0,0,5,9,0,0,84,61,33,36,6.54,7.39,7.17,6.91,4.76,1.77
2409,신승현,2013,P,0,0.19,0,0,1,1,0,8,51.2,28,35,55,4.88,6.1,5.82,5.61,4.75,1.63
2410,최향남,2012,P,0,0.19,0,0,1,3,9,2,20.1,9,6,20,3.98,4.43,4.43,4.41,2.09,1.23
2411,안규영,2012,P,0,0.19,0,0,0,0,0,1,13.2,6,6,6,3.95,3.95,3.95,4.06,3.75,1.54
2412,심재민,2015,P,0,0.19,0,0,2,3,0,1,56.1,43,41,29,6.87,7.19,6.72,6.46,5.92,1.93
2413,문광은,2014,P,1,0.18,0,0,1,2,0,0,32.2,23,10,23,6.34,7.16,6.87,7.12,5.99,1.53
2414,홍건희,2015,P,0,0.18,0,0,2,5,1,0,82,55,57,86,6.04,6.91,6.77,6.63,6.28,1.72
2415,라미레즈,2012,P,0,0.18,0,0,2,1,0,1,11.2,5,3,5,3.86,3.86,3.86,3.84,3.97,1.54
2416,김강률,2015,P,0,0.18,0,0,3,1,0,3,14.2,4,10,7,2.45,3.07,5.28,5.38,5.82,1.64
2417,안상빈,2015,P,0,0.18,0,0,0,0,0,0,16,9,12,25,5.06,7.31,6.16,5.71,3.45,2.19
2418,임준섭,2015,P,0,0.18,0,0,1,0,0,2,19.1,8,13,18,3.72,4.66,5.49,5.76,4.3,2.02
2419,노경은,2011,P,0,0.18,0,0,5,2,3,3,62.2,36,36,53,5.17,5.6,5.6,5.79,3.76,1.71
2420,이범준,2011,P,0,0.18,0,0,0,0,0,0,23,10,11,12,3.91,5.09,5.09,5.24,3.94,1.39
2421,심동섭,2013,P,0,0.17,0,0,0,2,0,3,25,9,19,27,3.24,4.68,5.62,5.76,4.43,1.56
2422,이대환,2011,P,0,0.17,0,0,0,1,0,0,21.1,12,6,15,5.06,5.06,5.06,5.22,3.85,1.45
2423,김범수,2015,P,0,0.17,0,0,0,2,0,0,14.2,12,20,10,7.36,7.36,5.89,5.65,6.83,2.05
2424,이동걸,2014,P,0,0.16,0,0,0,1,0,0,20,10,7,16,4.5,6.75,6.59,6.42,6.18,1.4
2425,송창현,2014,P,1,0.16,0,0,1,9,0,0,79.1,59,60,30,6.69,7.83,7.63,7.57,7.38,2.07
2426,이우선,2013,P,0,0.16,0,0,0,1,0,0,11,4,5,2,3.27,3.27,3.56,3.54,5.04,1.45
2427,김명성,2013,P,0,0.16,0,0,0,0,0,0,11,5,7,9,4.09,4.09,3.68,3.76,3.73,1.27
2428,민성기,2015,P,0,0.16,0,0,1,0,0,0,25.2,14,23,21,4.91,5.96,6.45,6.55,6.24,1.99
2429,김동준,2015,P,0,0.16,0,0,1,1,0,0,50.1,36,30,32,6.44,7.33,7.36,7.03,6.19,1.71
2430,서진용,2015,P,0,0.15,0,0,0,0,0,0,21.1,14,6,24,5.91,5.91,5.7,5.92,4.38,1.45
2431,이상화,2013,P,0,0.15,0,0,2,1,0,1,25.1,14,9,18,4.97,6.04,5.68,5.42,5,1.62
2432,이혜천,2015,P,0,0.15,0,0,0,0,0,3,17.1,10,7,10,5.19,5.71,5.76,6.07,6.32,1.27
2433,봉중근,2011,P,1,0.15,0,0,1,2,0,0,16.1,9,9,7,4.96,4.96,4.96,5.11,5.94,1.35
2434,곽정철,2011,P,0,0.14,0,0,1,0,1,4,20.2,11,11,27,4.79,5.23,5.23,5.24,4.61,1.55
2435,정대훈,2013,P,0,0.14,0,0,2,0,0,1,15,6,8,2,3.6,3.6,4.56,4.63,5.95,1.67
2436,허준혁,2013,P,0,0.13,0,0,0,1,0,0,17.2,9,10,13,4.58,4.58,4.13,3.74,4.74,1.36
2437,이재곤,2013,P,1,0.13,0,0,3,3,0,0,30,23,20,17,6.9,6.9,6.48,6.18,6.57,1.77
2438,볼스테드,2014,P,1,0.13,1,0,5,7,0,0,87,60,37,32,6.21,7.24,7.07,7.72,6,1.76
2439,김민수,2015,P,0,0.13,0,0,0,1,0,1,23.1,15,13,18,5.79,6.94,6.62,6.59,4.53,1.84
2440,주키치,2013,P,1,0.12,1,0,4,6,0,0,75.2,53,28,49,6.3,6.66,6.39,6.54,4.43,1.64
2441,서재응,2014,P,0,0.12,0,0,0,2,0,2,32.1,23,10,18,6.4,6.96,7.2,6.94,6.32,1.7
2442,이상백,2014,P,0,0.12,0,0,0,0,1,0,14.1,7,6,14,4.4,4.4,6.44,6.43,6.03,1.33
2443,박진우,2015,P,0,0.12,0,0,1,1,0,0,14.1,5,2,8,3.14,3.14,5.53,6,4.18,1.47
2444,마일영,2011,P,0,0.12,0,0,2,5,0,8,69.2,45,49,32,5.81,5.94,5.94,5.84,5.43,1.78
2445,서동환,2013,P,0,0.12,0,0,0,1,0,0,16.2,8,14,4,4.32,4.32,4.32,4.44,5.99,1.74
2446,김건한,2015,P,0,0.11,0,0,1,1,0,0,16.1,11,8,6,6.06,6.06,6.06,5.98,5.61,2.08
2447,임치영,2012,P,0,0.11,0,0,1,0,0,0,10.1,5,6,6,4.35,4.35,4.35,4.36,7.89,1.45
2448,이명우,2014,P,0,0.11,0,0,0,6,0,11,42.1,33,23,31,7.02,7.87,7.09,6.87,4.32,2.06
2449,변진수,2013,P,0,0.11,0,0,2,1,0,6,38.1,20,19,20,4.7,4.93,4.71,4.99,5.3,1.46
2450,핸킨스,2013,P,1,0.11,0,0,3,3,0,0,60.2,42,21,30,6.23,6.23,5.92,6.23,4.77,1.65
2451,이상열,2013,P,0,0.11,0,0,2,3,0,13,33,12,12,22,3.27,4.09,5.2,5.43,3.62,1.67
2452,신동훈,2014,P,0,0.1,0,0,1,0,0,0,10.1,4,5,4,3.48,4.35,5.7,6.1,5.69,1.45
2453,박성호,2015,P,0,0.1,0,0,0,0,0,1,20.2,11,11,12,4.79,6.1,6.25,6.43,5.59,1.69
2454,데폴라,2011,P,0,0.09,0,0,1,3,0,0,44.1,27,24,34,5.48,5.89,5.89,5.79,4.54,1.69
2455,정재훈,2013,P,0,0.09,0,0,4,1,14,7,52.1,20,17,38,3.44,4.47,4.9,5.23,3.79,1.2
2456,윤근영,2013,P,0,0.09,0,0,2,5,0,5,72,50,45,45,6.25,6.25,5.9,5.93,5.34,1.79
2457,배우열,2015,P,0,0.09,0,0,0,0,0,1,16,10,4,17,5.63,5.63,6.5,6.18,3.7,1.56
2458,김지훈,2014,P,0,0.08,0,0,0,1,0,0,12.2,12,9,7,8.53,8.53,7.18,6.74,6.95,2.21
2459,오넬리,2011,P,0,0.08,0,0,4,1,6,1,29.1,19,12,24,5.83,5.83,5.83,5.73,4.36,1.4
2460,박정진,2013,P,0,0.07,0,0,1,5,1,6,21.2,14,14,21,5.82,6.23,5.52,5.64,4.62,1.43
2461,최금강,2013,P,0,0.07,0,0,0,2,0,4,33.2,16,20,33,4.28,4.54,5.07,5.16,3.56,1.54
2462,김광삼,2015,P,1,0.07,0,0,0,1,0,0,15.2,10,9,11,5.74,7.47,6.66,6.86,5.84,1.6
2463,이대환,2013,P,0,0.06,0,0,0,0,0,0,15.1,7,7,12,4.11,4.11,6.13,5.91,3.26,1.57
2464,강장산,2015,P,0,0.06,0,0,0,0,0,0,25.2,16,15,9,5.61,5.96,6.68,7.05,6.66,1.64
2465,김광삼,2012,P,1,0.06,0,0,7,9,0,0,104.1,57,38,46,4.92,5.43,5.43,5.6,4.09,1.46
2466,박성훈,2013,P,0,0.05,0,0,2,3,0,8,26.2,15,11,18,5.06,5.4,6.28,6.04,6.53,1.58
2467,심수창,2015,P,0,0.05,0,0,4,6,5,3,73.1,49,29,76,6.01,6.87,7.36,6.94,4.23,1.75
2468,하영민,2015,P,0,0.05,0,0,2,0,0,0,34.2,29,12,25,7.53,7.79,7.84,7.59,5.94,1.73
2469,오재영,2012,P,0,0.05,0,0,1,3,1,4,26,15,13,18,5.19,5.19,5.19,5.04,6.17,1.5
2470,임진우,2012,P,0,0.05,0,0,0,0,0,0,12.1,7,6,12,5.11,5.11,5.11,5.05,5.71,1.05
2471,이동걸,2015,P,0,0.05,0,0,2,0,0,0,44.1,22,28,25,4.47,5.68,7.16,6.83,6.93,1.94
2472,송은범,2015,P,0,0.04,0,0,2,9,4,1,70.1,55,30,48,7.04,7.55,7.38,7.32,5.58,1.89
2473,김현우,2015,P,0,0.04,0,0,0,0,0,0,12.1,10,5,14,7.3,7.3,7.55,7.18,7.59,1.54
2474,이정민,2012,P,0,0.04,0,0,1,3,0,0,33,19,12,14,5.18,5.73,5.73,5.54,4.18,1.7
2475,배힘찬,2011,P,0,0.04,0,0,0,0,0,0,15.1,10,8,14,5.87,5.87,5.87,5.77,3.36,1.83
2476,시스코,2015,P,0,0.03,0,0,0,6,0,2,39,27,25,42,6.23,7.85,7.65,7.03,5.23,1.74
2477,심수창,2014,P,0,0.03,0,0,0,0,2,0,19.2,20,8,14,9.15,9.15,8.67,7.97,7.97,1.63
2478,양훈,2012,P,1,0.03,0,0,4,7,0,1,93.1,55,44,44,5.3,5.59,5.59,5.53,4.66,1.49
2479,유동훈,2012,P,0,0.03,0,0,1,0,6,5,34,20,10,29,5.29,5.29,5.29,5.27,2.45,1.26
2480,박한길,2015,P,0,0.03,0,0,0,0,0,0,13.2,13,12,9,8.56,8.56,7.44,7.37,5.4,2.12
2481,진해수,2013,P,0,0.03,0,0,2,5,0,10,48.2,30,25,40,5.55,6.29,5.85,5.74,4.57,1.58
2482,이상화,2011,P,0,0.03,0,0,0,0,1,1,14,7,5,8,4.5,5.79,5.79,5.8,4.37,1.29
2483,정대훈,2012,P,0,0.02,0,0,0,0,0,2,10.1,6,5,6,5.23,5.23,5.23,5.16,6.74,0.87
2484,임지섭,2014,P,1,0.02,0,0,1,2,0,0,14.2,11,17,8,6.75,6.75,6.66,7.13,7.51,2.18
2485,신창호,2014,P,0,0.02,0,0,0,1,0,0,38,26,24,33,6.16,6.87,7.79,7.46,5.14,1.68
2486,박근홍,2013,P,0,0.02,0,0,0,1,0,0,12,7,4,13,5.25,5.25,5.74,5.54,2.12,1.42
2487,최병욱,2014,P,0,0.02,0,0,0,0,0,0,16.1,12,7,9,6.61,6.61,7.19,7.96,7.12,1.9
2488,양현종,2012,P,0,0.01,0,0,1,2,0,2,41,23,31,26,5.05,5.49,5.49,5.47,5.34,2
2489,김선우,2013,P,1,0.01,0,0,5,6,0,0,60.1,37,18,20,5.52,6.12,5.76,6.23,5.24,1.57
2490,제춘모,2012,P,0,0.01,0,0,0,3,0,1,18.1,11,9,6,5.4,5.4,5.4,5.41,6.79,1.58
2491,조지훈,2013,P,0,0.01,0,0,0,3,0,0,35.1,24,15,30,6.11,6.11,6.2,6.2,5.61,1.27
2492,신창호,2013,P,0,0,0,0,0,2,0,0,21.1,14,15,17,5.91,5.91,6.48,6.66,5.66,2.06
2493,한희,2012,P,0,0,0,0,1,1,0,4,20.1,12,6,11,5.31,5.31,5.31,5.47,4.96,1.48
2494,이승현,2015,P,0,0,0,0,0,0,0,0,15.1,10,10,21,5.87,5.87,7.16,7.57,3.67,1.57
2495,이재우,2015,P,0,0,0,0,0,2,0,9,46,32,28,47,6.26,6.46,6.53,6.68,6.09,1.57
2496,박정진,2012,P,0,-0.01,0,0,4,4,3,12,49.1,30,27,45,5.47,5.47,5.47,5.41,3.8,1.28
2497,박성훈,2014,P,0,-0.01,0,0,1,0,0,0,15.2,14,7,12,8.04,8.04,7.96,7.99,7.52,1.91
2498,김병현,2015,P,0,-0.01,0,0,0,5,0,2,49,38,18,38,6.98,6.98,7.26,7.01,5.63,1.73
2499,임태훈,2012,P,0,-0.02,0,0,4,4,0,3,50.1,26,36,33,4.65,5.36,5.36,5.52,5.18,1.77
2500,박찬호,2012,P,1,-0.02,1,0,5,10,0,0,121,68,52,68,5.06,5.65,5.65,5.59,4.78,1.54
2501,배영수,2015,P,1,-0.02,0,0,4,11,0,1,101,79,39,56,7.04,8.29,7.48,7.37,6.81,1.61
2502,이영욱,2012,P,1,-0.03,0,0,0,2,0,0,32.1,20,17,15,5.57,5.57,5.57,5.57,5.54,1.39
2503,정재복,2012,P,1,-0.04,0,0,2,1,0,0,30.1,19,13,15,5.64,5.64,5.64,5.81,4.07,1.58
2504,정인욱,2015,P,0,-0.04,0,0,2,2,1,0,29.1,27,16,29,8.28,8.28,7.66,7.48,5.55,1.91
2505,김정훈,2015,P,0,-0.04,0,0,0,2,0,1,15.1,12,10,11,7.04,8.22,7.51,7.66,6.48,1.96
2506,정재원,2013,P,0,-0.04,0,0,0,0,0,0,11,8,5,6,6.55,6.55,7,7.25,5.21,1.91
2507,김창훈,2011,P,0,-0.05,0,0,0,2,0,2,12.2,9,10,11,6.39,6.39,6.39,6.61,6.27,1.66
2508,클레이,2014,P,1,-0.05,0,0,3,4,0,0,40,37,25,20,8.33,9,8.53,8.13,7.55,2.17
2509,김선규,2012,P,0,-0.06,0,0,0,2,0,1,15.2,10,8,6,5.74,5.74,5.74,5.92,4.87,1.98
2510,윤명준,2013,P,0,-0.06,0,0,4,1,4,7,45,20,15,35,4,4,5,5.44,3.16,1.44
2511,이보근,2012,P,0,-0.06,0,0,3,1,0,0,41,24,18,17,5.27,5.71,5.71,5.54,4.98,1.46
2512,김기표,2015,P,0,-0.07,0,0,0,0,0,0,10.1,7,2,6,6.1,6.1,8.32,7.53,5.84,1.26
2513,김원중,2015,P,0,-0.07,0,0,0,0,0,1,20.1,13,15,20,5.75,6.64,7.77,7.28,4.96,1.77
2514,마일영,2013,P,0,-0.07,0,0,0,1,0,0,12.1,9,6,6,6.57,6.57,6.46,6.56,5.56,1.86
2515,채병용,2013,P,0,-0.07,0,0,0,3,1,0,20.1,18,16,12,7.97,7.97,6.13,6.21,6.24,2.26
2516,송은범,2014,P,0,-0.08,0,0,4,8,0,0,78.2,64,43,60,7.32,8.35,7.97,7.68,5.9,2
2517,김영민,2014,P,0,-0.08,0,0,5,2,0,2,45,40,29,33,8,8.6,7.82,7.5,5.56,2.02
2518,차정민,2011,P,0,-0.08,0,0,0,1,0,0,19.1,14,8,12,6.52,6.52,6.52,6.53,7.82,1.55
2519,이태양,2014,P,0,-0.08,0,0,0,1,0,1,15.1,11,13,9,6.46,6.46,7.87,7.99,8.55,2.09
2520,박성호,2011,P,0,-0.09,0,0,0,2,0,0,23.2,17,17,20,6.46,6.46,6.46,6.48,4.24,1.9
2521,송창식,2011,P,0,-0.1,0,0,4,3,0,0,61,43,23,52,6.34,6.34,6.34,6.24,5.16,1.61
2522,손정욱,2015,P,0,-0.1,0,0,1,0,0,0,23.1,17,9,17,6.56,6.56,7.41,7.52,5,1.97
2523,임경완,2012,P,0,-0.1,0,0,0,2,0,3,31.2,19,13,16,5.4,5.68,5.68,5.69,5.29,1.55
2524,김기태,2015,P,0,-0.1,0,0,3,0,0,0,29.1,23,10,23,7.06,7.67,7.89,7.98,7.65,1.57
2525,이정훈,2012,P,0,-0.1,0,0,4,4,1,8,44.1,23,17,32,4.67,5.68,5.68,5.52,3.76,1.4
2526,김대유,2014,P,0,-0.11,0,0,0,1,0,0,11.2,13,19,14,10.03,10.03,8.79,8.58,7.59,2.66
2527,김영민,2011,P,1,-0.11,0,0,2,2,0,0,22.2,15,15,10,5.96,6.75,6.75,6.64,5.78,1.85
2528,박준수,2011,P,0,-0.11,0,0,2,2,1,8,19.2,14,10,9,6.41,6.86,6.86,6.75,4.37,1.63
2529,김대우,2011,P,0,-0.11,0,0,0,2,0,0,27,18,19,28,6,6.67,6.67,6.55,3.56,1.67
2530,백정현,2013,P,0,-0.11,0,0,1,1,0,4,24.1,18,13,23,6.66,7.03,6.4,6.22,5.05,1.89
2531,고창성,2013,P,0,-0.12,0,0,0,0,0,1,20.2,11,12,13,4.79,5.23,5.68,5.94,4.78,1.89
2532,송신영,2012,P,0,-0.12,0,0,1,3,0,2,23.2,13,8,17,4.94,6.08,6.08,6.01,4.64,1.9
2533,임기영,2014,P,0,-0.13,0,0,1,1,0,0,22.2,17,9,17,6.75,9.53,9.45,9.13,7.03,2.07
