Rank,Name,Year,Position,Binary_SP,WAR_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,4구_z,삼진_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
355,이상군,2000,P,0,-0.560358711,-0.411807224,-0.32745867,-0.736216947,-0.648973833,-0.347496604,-0.490541704,-0.927964363,-0.957586782,-1.229012186,-0.986941432,-0.128199139,0.086956572,0.086956572,0.060180782,0.528520672,-0.980499631
356,안병원,1998,P,0,-0.615724603,-0.51538726,-0.359146751,-0.596052727,-1.161501471,-0.21337721,0,-0.915087635,-0.960973874,-0.73273421,-0.803148688,-0.0828378,0.098176814,0.098176814,0.132043117,0.366535403,0.077047995
357,최원호,2000,P,1,-0.566616008,-0.411807224,-0.32745867,-0.507543501,0.551383783,-0.195389549,-0.122635426,0.029155654,0.357241594,0.62881542,-0.205488711,0.30696053,0.253902331,0.253902331,0.406716783,0.234869399,-0.136007951
358,임봉춘,1997,P,0,-0.561690446,-0.43446246,-0.299275295,-0.966381809,-0.587713414,-0.381741456,0,-0.841107651,-0.775812373,-0.253472981,-0.764873824,0.146755557,0.05403751,0.054082087,-0.042556939,0.60092509,0.576247803
359,김기범,1999,P,0,-0.528011426,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.194154342,0,-1.020308044,-1.152152106,-0.963111864,-0.815655137,-0.293629767,-0.301450836,-0.301450836,-0.196105749,-0.052501048,0.496681335
360,강상수,1997,P,0,-0.568190184,0.222947841,-0.299275295,-0.285970127,1.76997412,0.072399242,0,0.473569615,1.164773225,0.847493294,0.5118039,0.31236747,0.39226579,0.392314617,0.278121608,-0.403825214,1.073972569
361,오상민,1999,P,0,-0.528011426,-0.372272808,-0.287479787,-0.482781485,0.755072385,-0.194154342,0,0.070761328,0.436018663,-0.069769315,0.107800036,0.10354627,0.183345363,0.183345363,0.163293329,0.928599625,-0.138364637
362,박동희,2000,P,0,-0.579130601,0.665901043,3.028992695,-0.05019661,-1.249152642,-0.347496604,-0.490541704,-0.37812946,-0.151724229,-0.006757182,-0.449692686,0.319048299,0.443107526,0.443107526,0.315822094,0.290425045,0.788911507
363,김유봉,1996,P,0,-0.540318885,-0.509840594,-0.425546406,-0.944721393,-0.655946969,-0.444871699,0,-1.071403147,-1.194176395,-0.977885499,-0.989695561,-0.247603723,-0.526612413,-0.526571606,-0.433478589,3.12545873,0.616607355
364,최창호,1999,P,0,-0.528011426,-0.372272808,-0.287479787,-0.699139113,-0.604507356,-0.360769061,0,-0.927844538,-0.958472744,-0.516440589,-0.700223241,0.044872537,-0.159873185,-0.159873185,-0.052346118,0.470752644,0.756472868
365,김경진,1999,P,0,-0.533417534,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.360769061,0,-0.8187376,-0.764793382,-1.141780374,-0.931087034,0.216380371,0.003155625,0.003155625,-0.014292098,0.805962041,-0.715679156
366,고형욱,1999,P,0,-0.533417534,-0.372272808,-0.287479787,-0.699139113,-0.604507356,-0.360769061,0,-0.687439422,-0.609849892,-0.248437825,-0.792568758,0.108059634,-0.001134607,-0.001134607,-0.018520322,1.926051977,0.121426897
367,박태순,1998,P,0,-0.633561555,-0.51538726,-0.359146751,-1.016795828,-1.161501471,-0.383412175,0,-1.387020971,-1.5628876,-1.347026452,-1.136161559,-0.619413783,-0.914188604,-0.914188604,-1.014477608,1.853749606,0.506495836
368,김사율,2000,P,0,-0.591645194,-0.411807224,-0.32745867,-0.736216947,-0.348884429,-0.195389549,-0.490541704,-0.563444186,-0.448620959,-0.691219984,-0.596215071,0.173995075,0.287291483,0.287291483,0.281736586,0.020583335,-0.658788515
369,이상열,2000,P,0,-0.591645194,-0.411807224,-0.32745867,-0.278870056,0.851473188,-0.347496604,-0.490541704,0.253162466,0.738965961,0.72659582,0.47828242,0.452013753,0.576664133,0.576664133,0.56010157,0.647568485,0.426986501
370,안병원,1997,P,0,-0.581189661,-0.43446246,-0.299275295,-0.059166233,1.246043557,-0.230361223,0,0.89503968,1.504375705,1.529043846,1.215279381,0.120878695,0.261013025,0.261060202,0.302789188,-0.046202225,0.185178345
371,홍의현,1998,P,0,-0.645452857,-0.51538726,-0.359146751,-1.016795828,-1.161501471,-0.383412175,0,-1.2084516,-1.377683377,-1.295835431,-1.158362417,-0.477188824,-0.191991618,-0.191991618,-0.241542288,0.713913903,-1.640743369
372,박명환,1999,P,1,-0.54422975,-0.372272808,-0.287479787,-0.699139113,-0.876423304,-0.194154342,0,-1.11277155,-1.268359723,-0.829110481,-0.792568758,-0.338763408,-0.524542892,-0.524542892,-0.428658093,-1.728548033,-0.080633185
373,유현승,1999,P,0,-0.54422975,1.20825385,2.874797873,-0.050066228,1.842736178,-0.194154342,0,0.828962077,1.636830708,0.332234832,0.177059174,0.234433827,0.243408609,0.243408609,0.222488471,0.397170094,-0.224961815
374,손민한,1997,P,0,-0.5876894,-0.43446246,-0.299275295,-0.739577915,-0.325748133,-0.230361223,0,-0.902974816,-0.872841653,-0.463180843,-0.869092414,0.141580185,0.064133876,0.06417858,-0.032689907,0.388054263,0.078523038
375,장준관,2000,P,0,-0.604159787,-0.411807224,-0.32745867,-0.507543501,-1.249152642,-0.347496604,-0.490541704,-0.9707293,-0.957586782,-0.593439584,-0.767157854,0.107512348,-0.013210884,-0.013210884,0.128351799,0.909473675,0.869339286
376,마원성,1996,P,0,-0.563977941,-0.509840594,-0.425546406,-0.944721393,-0.951512007,-0.444871699,0,-1.142773305,-1.296727136,-1.375416129,-0.967269544,-0.413933766,-0.682439466,-0.682401565,-0.59746534,0.510209494,-0.860141353
377,변대수,1997,P,0,-0.594189138,-0.43446246,-0.299275295,-0.512774021,-0.849678696,-0.078980991,0,-0.667106248,-0.484724533,0.323223639,-0.582491292,0.276139864,0.255964841,0.256011955,0.139983157,0.192213102,1.073972569
378,최재호,2000,P,0,-0.604159787,-0.411807224,-0.32745867,-0.964890392,-0.648973833,-0.347496604,-0.490541704,-0.767086743,-0.533448596,-0.837890585,-0.913680239,0.723988546,0.376329222,0.376329222,0.253331996,0.647568485,0.869339286
379,이상훈,1998,P,0,-0.651398508,-0.51538726,-0.359146751,-1.016795828,-1.161501471,-0.383412175,0,-1.190230236,-1.285081265,-1.039880331,-1.047358127,-0.031119632,-0.056579683,-0.056579683,-0.190013266,1.799471715,0.205882347
380,이상훈,1997,P,0,-0.600688877,-0.43446246,-0.299275295,-0.739577915,-0.587713414,0.072399242,0,-0.361637118,0.097451146,-0.305899946,-0.452218055,0.550434596,0.387217607,0.38726637,0.263321059,0.294391099,1.002869031
381,윤형배,1997,P,0,-0.600688877,-0.43446246,-0.299275295,-0.739577915,-0.849678696,-0.230361223,0,-1.113709849,-1.163929492,-0.777742636,-0.973311003,0.069124973,-0.157986188,-0.157944276,-0.210296486,-0.037687392,1.607249104
382,박정현,2000,P,0,-0.61667438,-0.411807224,-0.32745867,-0.736216947,-0.648973833,-0.347496604,-0.490541704,-0.398493715,-0.10931041,0.091023218,-0.767157854,0.47618929,0.415283232,0.415283232,0.372631275,0.766616299,1.713830965
383,최한경,1996,P,0,-0.581722233,-0.509840594,-0.425546406,-0.723575112,-0.655946969,-0.444871699,0,-0.648672217,-0.78397343,-0.182824237,-0.698157334,-0.45705637,0.246751481,0.246806709,0.160266543,0.695032761,0.690444791
384,가득염,2000,P,0,-0.622931677,-0.411807224,-0.32745867,-0.736216947,-0.648973833,-0.347496604,0.245270852,-0.559371335,-0.448620959,-0.642329784,-0.449692686,0.131687885,0.34294007,0.34294007,0.344226685,0.203123315,-0.538146846
385,정성훈,1999,P,0,-0.565854181,-0.372272808,-0.287479787,-0.699139113,-0.876423304,-0.360769061,0,-1.055444176,-1.113416233,-1.231114628,-1.04651893,0.108059634,-0.099809939,-0.099809939,-0.234159769,-1.172590984,0.208024075
386,윤형배,1996,P,0,-0.581722233,-0.509840594,-0.425546406,-0.723575112,-1.247077045,-0.444871699,0,-0.926832829,-0.835248801,-1.318626039,-0.877565474,0.540923891,0.212123247,0.212177829,0.052826948,-0.903688503,1.059631968
387,전병호,1998,P,0,-0.66923546,-0.51538726,-0.359146751,0.245433476,-0.192395949,-0.21337721,0,0.016024082,0.65956308,0.905378435,0.107086492,0.647681311,0.678513677,0.678513677,0.505628522,1.093859137,0.635330188
388,이상번,1997,P,0,-0.620188092,-0.43446246,-0.299275295,-0.966381809,-1.111643977,-0.381741456,0,-1.231644133,-1.357988052,-1.302012291,-1.025420298,-0.194819014,-0.415443536,-0.415404858,-0.481639872,-0.940259699,-1.165788877
389,박진석,2000,P,0,-0.629188973,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-0.767086743,-0.618276233,-1.180121986,-0.864839444,0.4338821,0.376329222,0.376329222,0.332864848,-0.042908832,1.070408733
390,성준,1999,P,0,-0.576666397,-0.372272808,-0.287479787,-0.699139113,-0.604507356,-0.194154342,0,-0.983322641,-1.035944489,-0.829110481,-0.908000654,0.035845809,-0.005424839,-0.005424839,-0.03543322,0.413521772,0.092561171
391,최영필,2000,P,0,-0.63544627,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.122635426,-1.335249476,-1.424138786,-1.375682787,-1.133463817,-0.369954511,-0.630910194,-0.630910194,-0.51359194,-0.19370273,-1.342424636
392,최향남,1996,P,0,-0.593551762,-0.509840594,-0.425546406,-0.723575112,-1.247077045,-0.444871699,0,-0.851802664,-0.732698059,-0.864305318,-0.473897159,0.466999427,0.142866778,0.14292007,0.02455337,0.196009939,0.54276992
393,지연규,1996,P,0,-0.599466526,-0.509840594,-0.425546406,-0.944721393,-1.247077045,-0.444871699,0,-1.234273506,-1.399277877,-1.432206219,-1.034547596,-0.45705637,-0.722839073,-0.722801924,-0.642703064,-1.356505509,-0.601710329
394,강태원,1999,P,0,-0.582072505,-0.372272808,-0.287479787,-0.915496741,-0.604507356,-0.360769061,0,-0.837230302,-0.764793382,-1.007778991,-0.72330962,0.306647652,0.213376986,0.213376986,0.082957065,1.288336539,-0.311558993
395,임봉춘,2000,P,0,-0.641703566,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-1.255828879,-1.339311149,-1.082341586,-1.084623022,-0.279296247,-0.191286361,-0.191286361,-0.201141448,-0.312750543,0.306344833
396,손민한,1999,P,0,-0.582072505,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.194154342,0,-1.057293446,-1.152152106,-1.097113246,-1.04651893,-0.054421472,-0.056907621,-0.056907621,-0.081943689,-0.2732487,-0.773410608
397,구자운,1999,P,0,-0.587478613,-0.372272808,-0.287479787,-0.699139113,-0.876423304,-0.194154342,0,-0.944487969,-0.958472744,-0.873777609,-0.72330962,0.112572998,-0.095519707,-0.095519707,0.015305474,0.299060026,-0.888873512
398,김석기,1996,P,0,-0.60538129,-0.509840594,-0.425546406,-0.723575112,-0.951512007,-0.444871699,0,-0.979902946,-0.937799542,-0.977885499,-0.899991491,0.423876823,0.102467172,0.10251971,0.069791094,0.574897638,0.505851202
399,라형진,2000,P,0,-0.654218159,-0.411807224,-0.32745867,-0.964890392,-0.949063238,-0.347496604,-0.122635426,-1.113279089,-1.084828238,-0.544549384,-1.035782227,0.367399373,0.287291483,0.287291483,0.162437307,0.560266756,0.708483728
400,소소경,2000,P,0,-0.660475456,-0.411807224,-0.32745867,-0.736216947,-0.648973833,-0.347496604,-0.122635426,-0.461622908,-0.066896592,-0.006757182,-0.498533481,0.796515158,0.537710123,0.537710123,0.429440455,0.782489341,1.030194844
401,김경원,2000,P,0,-0.660475456,-0.411807224,-0.32745867,-0.05019661,1.451651996,-0.347496604,-0.122635426,0.130976932,0.823793598,0.922156621,-0.400851891,0.832778463,0.660137013,0.660137013,0.639634423,1.274553636,1.030194844
402,박주언,1996,P,0,-0.617210818,-0.509840594,-0.425546406,-0.060136269,-0.655946969,-0.220467391,0,-0.20947125,0.292809353,0.214706393,-0.316915037,0.540923891,0.3679503,0.362236308,0.324253294,-0.099707289,0.432013767
403,송유석,2000,P,0,-0.666732752,-0.411807224,-0.32745867,-0.736216947,-0.048795025,-0.043282495,0.245270852,-0.237616095,-0.024482773,0.53103502,-0.840419047,0.228390034,0.704655882,0.704655882,0.685081767,1.639633597,1.030194844
404,강희석,1999,P,1,-0.603696936,-0.372272808,-0.287479787,-0.699139113,-0.06067546,-0.360769061,0,-0.50436168,-0.532378147,-0.605774844,-0.815655137,-0.257522855,0.183345363,0.183345363,0.167521554,0.184598281,-0.657947704
405,신윤호,1999,P,0,-0.614509152,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.360769061,0,-0.81503906,-0.803529254,-0.695109099,-0.72330962,0.035845809,0.067509103,0.067509103,0.180206227,-0.845557426,0.265755527
406,장정순,1997,P,0,-0.672186,-0.43446246,-0.299275295,-0.739577915,-1.111643977,-0.381741456,0,-1.247110924,-1.309473412,-1.249585325,-1.077529593,0.229561514,-0.001492506,-0.001448627,-0.101759132,1.588645728,0.611799572
407,최영필,1997,P,0,-0.678685739,-0.43446246,-0.299275295,-0.059166233,1.508008838,-0.381741456,0,0.471636266,1.019229305,2.315448328,0.746295727,0.182983163,0.316543041,0.316590916,0.357057865,0.660528922,0.896213724
408,콜,2000,P,0,-0.691761939,-0.411807224,-0.32745867,0.864497172,1.7517414,-0.043282495,-0.122635426,0.782633114,1.672069969,2.291082226,0.38060083,0.711900778,0.626747861,0.626747861,0.582825242,0.472965026,0.829125396
409,김영수,1997,P,0,-0.685185477,-0.43446246,-0.299275295,-0.966381809,-0.587713414,-0.381741456,0,-0.224369345,0.145965786,1.162055087,-0.087452991,0.296841353,0.271109391,0.271156696,0.391592478,0.456172927,0.505144265
410,차명주,1998,P,0,-0.734637619,0.83254865,-0.359146751,-1.016795828,0.534433192,-0.383412175,0,0.103486631,0.613262024,0.444659253,-0.403533243,0.42141433,0.755891926,0.755891926,0.679538969,0.9635922,0.3347167
411,김장백,2000,P,0,-0.698019235,-0.411807224,-0.32745867,-0.736216947,1.451651996,-0.043282495,-0.490541704,0.49956996,1.247931784,0.775486021,0.38060083,0.675637472,0.726915317,0.726915317,0.713486358,-0.074654916,0.909553175
412,이정훈,1998,P,0,-0.74058327,-0.51538726,-0.359146751,-0.385681176,-0.67694871,-0.043342246,0,-0.27916202,-0.127554869,-0.016059928,-0.736546114,0.065851931,0.665617303,0.665617303,0.59580431,0.388246559,0.034103211
413,김상엽,1998,P,1,-0.74058327,-0.51538726,-0.359146751,-0.385681176,-0.43467233,-0.383412175,0,-0.913265498,-0.729468595,-0.68154319,-0.936353836,0.686469936,0.704306427,0.704306427,0.531393033,1.614926887,0.506495836
414,이상훈,2000,P,0,-0.704276532,-0.411807224,-0.32745867,-0.05019661,-0.048795025,-0.043282495,-0.490541704,0.255198892,0.866207417,0.433254619,0.18523765,0.621242513,0.504320971,0.504320971,0.679400849,-0.368306189,0.467200391
415,김건우,1997,P,0,-0.698184954,-0.43446246,-0.299275295,-0.966381809,-1.111643977,-0.381741456,0,-1.266444413,-1.357988052,-1.302012291,-1.025420298,0.053598856,-0.173130738,-0.173089016,-0.062291003,0.575380591,-0.419201728
416,문남열,1999,P,0,-0.636133583,-0.372272808,-0.287479787,-0.482781485,-0.876423304,-0.360769061,0,-0.319434668,0.126131684,0.242900577,-0.37701393,0.518775762,0.487951824,0.487951824,0.319737634,0.797786202,0.871935772
417,김동호,1997,P,0,-0.704684693,-0.43446246,-0.299275295,-0.739577915,-0.849678696,-0.381741456,0,-0.844974349,-0.630268453,-0.410753877,-0.947256356,0.622889808,0.382169424,0.382218124,0.278121608,1.248052405,0.825110186
418,정수찬,2000,P,0,-0.710533828,-0.411807224,-0.32745867,-0.507543501,-1.249152642,-0.347496604,-0.122635426,-1.29655739,-1.339311149,-1.424572987,-1.133463817,0.173995075,0.287291483,0.287291483,0.24197016,-0.717513109,-0.980499631
419,김환조,1997,P,0,-0.711184431,-0.43446246,-0.299275295,-0.966381809,-0.849678696,-0.381741456,0,-1.076976219,-1.212444132,-1.406866222,-0.999365651,-0.344904811,0.08432661,0.084371567,0.204118866,-0.9147152,0.576247803
420,전하진,2000,P,0,-0.716791125,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-1.312848795,-1.29689733,-1.277902387,-1.157884214,0.73003243,0.38189408,0.38189408,0.361269439,0.520584151,0.54762817
421,강길용,1997,P,0,-0.711184431,-0.43446246,-0.299275295,-0.739577915,-1.111643977,0.223779474,0,-0.203102507,-0.048092774,0.061088812,-0.217726228,-0.034382473,0.286253941,0.281253189,0.406393026,-0.173924721,0.185178345
422,오봉옥,1997,P,0,-0.711184431,-0.43446246,-0.299275295,0.621245448,0.722112994,-0.078980991,0,-0.417704237,-0.096607413,-0.253472981,-0.19167158,0.348595076,0.447795806,0.447845331,0.40145951,-0.514518045,0.896213724
423,이동은,1999,P,0,-0.646945799,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.360769061,0,-0.892708405,-0.764793382,-0.829110481,-0.654050482,0.613556408,0.517983447,0.517983447,0.34510698,-0.232369505,1.073995854
424,박정진,2000,P,0,-0.716791125,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-1.253792454,-1.254483512,-1.082341586,-1.109043419,0.415750447,0.443107526,0.443107526,0.423759537,1.30629972,1.271478181
425,김상현,1996,P,0,-0.676358458,-0.509840594,-0.425546406,-0.502428831,-0.064816894,0.003936918,0,-0.796902543,-0.630147318,-0.523564778,-0.541175211,0.528603147,0.500691864,0.500751827,0.318598578,-0.903688503,1.576494016
426,이재만,1997,P,0,-0.724183908,-0.43446246,-0.299275295,-0.966381809,-0.587713414,-0.230361223,0,-0.767640392,-0.484724533,-1.092304429,-0.999365651,0.679818903,0.43769944,0.437748837,0.327456769,1.350230402,-0.490305266
427,김태원,1997,P,1,-0.730683647,-0.43446246,-0.299275295,-0.285970127,-0.587713414,-0.381741456,0,-0.941641795,-0.824327013,-0.935023532,-0.973311003,0.483154756,0.245868475,0.245915462,0.366924897,0.754192086,0.469592496
428,김봉영,1997,P,0,-0.730683647,-0.43446246,-0.299275295,-0.285970127,-0.849678696,-0.381741456,0,-0.843041,-0.678783093,-1.302012291,-0.921201708,0.452102522,0.488181273,0.488231305,0.37679193,0.260331766,0.0074195
429,윤학길,1996,P,1,-0.688187986,0.458856534,-0.425546406,-0.28128255,0.230748143,-0.444871699,0,-0.451031782,-0.219944353,-0.409984598,-0.720583351,0.282188267,0.754632246,0.754696945,0.556096631,0.436280187,0.173582743
430,가득염,1997,P,0,-0.737183385,-0.43446246,-0.299275295,-0.739577915,-0.063782851,-0.230361223,0,-0.690306435,-0.387695253,-0.515607808,-0.686709882,0.612539063,0.483133089,0.483183058,0.357057865,-0.216498887,0.967317262
431,김태형,1996,P,0,-0.694102751,-0.509840594,-0.425546406,-0.944721393,-0.951512007,-0.220467391,0,-0.979902946,-0.886524171,-1.148255769,-0.720583351,0.651810586,0.529548725,0.529609227,0.341217441,0.584138801,-0.232523152
432,박보현,2000,P,1,-0.741820311,-0.411807224,-0.32745867,-0.278870056,1.151562592,-0.347496604,-0.490541704,-0.115430561,0.399655412,-0.055647382,-0.767157854,0.73003243,0.598923568,0.598923568,0.702124521,0.449155463,0.989980954
433,박창현,1999,P,0,-0.668570231,-0.372272808,-0.287479787,-0.915496741,-0.604507356,-0.360769061,0,-1.096128119,-1.113416233,-0.963111864,-1.023432551,0.527802491,0.299181623,0.299181623,0.281683614,0.487104322,0.092561171
434,인현배,2000,P,0,-0.741820311,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-1.335249476,-1.424138786,-1.326792587,-1.157884214,-0.369954511,0.34294007,0.34294007,0.50329239,0.711060653,-0.176221841
435,최호원,1996,P,0,-0.694102751,-0.509840594,-0.425546406,-0.944721393,-0.951512007,-0.444871699,0,-1.00003299,-1.091625654,-1.034675589,-0.787861404,-0.130556655,0.264065598,0.264121149,0.363836303,0.029668998,-0.306360587
436,최영필,1998,P,0,-0.788148476,-0.51538726,-0.359146751,-1.016795828,-0.919225091,-0.383412175,0,-1.261293557,-1.285081265,-1.244644411,-1.113960701,0.550709748,0.588239054,0.588239054,0.628009948,1.734338247,1.021833245
437,박철홍,1999,P,0,-0.673976338,-0.372272808,-0.287479787,-0.699139113,-0.876423304,-0.360769061,0,-1.073936877,-1.113416233,-1.097113246,-0.954173413,0.252487283,0.243408609,0.243408609,0.362019878,-0.289600378,-1.235262224
438,박철웅,1997,P,0,-0.750182862,-0.43446246,-0.299275295,-0.966381809,-0.849678696,-0.381741456,0,-1.249044273,-1.260958772,-1.406866222,-1.103584241,0.679818903,0.43769944,0.437748837,0.327456769,0.583895424,-0.099235807
439,노장진,1997,P,1,-0.750182862,-0.43446246,-0.299275295,0.394441555,1.508008838,-0.381741456,0,1.090307921,2.280609944,3.154279776,0.798405022,0.488330128,0.351880324,0.351928643,0.440927639,1.154389241,0.68290311
440,최승민,1996,P,0,-0.711847043,-0.509840594,-0.425546406,-0.944721393,-0.360381932,-0.220467391,0,-0.469331822,-0.322495094,-0.353194508,-0.586027246,0.128178968,0.321779321,0.321835948,0.420383458,0.510209494,-0.011010846
441,최창호,1997,P,0,-0.756682601,-0.43446246,-0.299275295,0.621245448,1.508008838,-0.230361223,0,0.64370432,1.455861065,0.375650605,0.433639958,0.369296566,0.382169424,0.382218124,0.421193575,0.13260927,-0.561408804
442,장형석,1996,P,1,-0.711847043,-0.509840594,-0.425546406,-0.944721393,-0.360381932,-0.444871699,0,-1.108003228,-1.091625654,-1.034675589,-0.967269544,0.657970958,0.621890683,0.621952906,0.516513622,-0.062742636,0.432013767
443,김민태,1996,P,0,-0.711847043,-0.509840594,-0.425546406,-0.944721393,-1.247077045,-0.444871699,0,-0.632202181,-0.732698059,-0.807515228,-0.518749194,-0.364650791,0.321779321,0.321835948,0.426038174,0.593379964,0.358176331
444,한태균,1997,P,0,-0.763182339,-0.43446246,-0.299275295,-0.966381809,-0.849678696,-0.381741456,0,-0.843041,-0.824327013,-0.72531567,-0.843037766,0.032897366,0.351880324,0.351928643,0.475462252,-0.046202225,0.32738542
445,박진철,2000,P,0,-0.766849497,-0.411807224,-0.32745867,-0.964890392,0.251294379,-0.347496604,-0.122635426,-0.237616095,0.145172501,-0.446768984,-0.547374276,0.572891439,0.782563903,0.782563903,0.668039013,1.012648447,0.467200391
446,최한림,1997,P,0,-0.763182339,-0.43446246,-0.299275295,-0.739577915,-1.111643977,-0.381741456,0,-1.173643665,-1.212444132,-1.302012291,-1.181748183,0.276139864,0.614385855,0.614437473,0.475462252,0.660528922,-2.338997253
447,최영완,2000,P,0,-0.766849497,-0.411807224,-0.32745867,-0.507543501,-0.949063238,-0.347496604,-0.490541704,-1.255828879,-1.29689733,-0.984561186,-1.011361829,0.107512348,0.882731359,0.882731359,0.770295538,-0.384179231,1.754044854
448,류택현,2000,P,0,-0.773106794,-0.411807224,-0.32745867,-0.278870056,-0.648973833,-0.347496604,-0.122635426,-0.665265465,-0.321379503,-0.984561186,-0.327590699,0.923436728,0.559969557,0.559969557,0.73621003,-0.884180047,-0.658788515
449,이우혁,1999,P,0,-0.69560077,-0.372272808,-0.287479787,-0.915496741,-0.876423304,-0.194154342,0,-0.763259497,-0.454906402,-0.873777609,-0.838741516,0.902411707,0.878362922,0.878362922,0.708734283,1.026709693,0.381218431
450,인현배,1999,P,0,-0.69560077,-0.372272808,-0.287479787,-0.915496741,-0.876423304,-0.360769061,0,-1.11462082,-1.152152106,-1.141780374,-1.092691689,0.469128758,0.483661592,0.483661592,0.61148512,0.184598281,0.005963993
451,심재학,1999,RF,1,-0.701006878,-0.372272808,-0.287479787,-0.266423856,-0.332591408,-0.360769061,0,-0.521005111,-0.299962913,0.153566322,-0.515532206,0.279567468,0.303471854,0.303471854,0.425443245,0.290884187,0.410084157
452,김원형,2000,P,0,-0.77936409,-0.411807224,-0.32745867,-0.507543501,2.652009613,0.413038668,-0.490541704,0.352947319,0.908621235,-0.006757182,-0.083386723,0.512452596,0.7157856,0.7157856,0.673719931,0.639631965,0.185703164
453,안병원,1996,P,0,-0.729591335,-0.509840594,-0.425546406,-0.060136269,0.230748143,-0.444871699,0,-0.467501818,-0.271219724,-0.750725138,-0.451471141,0.214424176,0.402578534,0.402636668,0.437347605,-0.145913106,-0.7493852
454,김홍집,1998,P,0,-0.81787673,-0.51538726,-0.359146751,-1.016795828,-0.919225091,-0.383412175,0,-1.1884081,-1.146178098,-1.039880331,-0.89195212,0.738188103,0.717202802,0.717202802,0.750391374,-1.53319077,-0.094731141
455,차명주,2000,P,0,-0.785621387,-0.411807224,-0.32745867,-0.736216947,-0.949063238,-0.195389549,0.245270852,-0.726358232,-0.787931508,-0.104537582,-0.547374276,-0.279296247,0.704655882,0.704655882,0.889594817,0.504711109,1.35190596
456,박진철,1997,P,0,-0.782681555,-0.43446246,-0.299275295,-0.739577915,-1.111643977,-0.381741456,0,-1.073109521,-0.921356293,-0.935023532,-0.895147061,0.881658423,0.634578588,0.63463046,0.51493038,0.141124103,-0.241442883
457,배홍철,2000,P,0,-0.785621387,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.347496604,-0.490541704,-1.292484539,-1.29689733,-1.229012186,-1.206725009,0.4338821,0.904990794,0.904990794,0.861190227,0.933283238,0.989980954
458,김유진,1999,P,0,-0.711819093,-0.372272808,-0.287479787,-0.915496741,-1.148339253,-0.360769061,0,-1.184893084,-1.229623851,-1.186447501,-1.115778068,0.631609864,0.702463416,0.702463416,0.674908487,-0.649337292,0.95853295
459,박석진,1996,P,0,-0.741420863,-0.509840594,-0.425546406,-0.502428831,-0.655946969,0.003936918,0,-0.374171613,-0.066118241,-0.693935048,-0.563601229,0.343791987,0.656518917,0.656581786,0.550441916,0.436280187,0.468932485
460,이정훈,1999,P,0,-0.711819093,-0.372272808,-0.287479787,-0.482781485,-0.876423304,-0.194154342,0,-1.092429578,-1.074680361,-0.829110481,-1.06960531,0.640636592,0.625239243,0.625239243,0.581887549,1.345567412,1.045130128
461,전승남,1999,P,0,-0.711819093,-0.372272808,-0.287479787,-0.915496741,-0.604507356,-0.360769061,0,-1.186742354,-1.268359723,-1.275781756,-1.04651893,0.387888205,0.47937136,0.47937136,0.603028672,0.241829154,-0.744544882
462,김태석,2000,P,0,-0.79813598,-0.411807224,-0.32745867,-0.278870056,-0.048795025,-0.347496604,-0.122635426,-0.457550057,-0.151724229,-0.691219984,-0.791578251,0.548715902,0.776999045,0.776999045,0.730529112,0.68725109,0.949767065
463,홍우태,2000,P,0,-0.79813598,-0.411807224,-0.32745867,-0.964890392,-0.348884429,-0.347496604,-0.490541704,-0.642864783,-0.194138048,-0.446768984,-0.645055866,1.171235984,0.904990794,0.904990794,0.889594817,-0.233385334,0.346558722
464,배영수,2000,P,0,-0.79813598,-0.411807224,-0.32745867,-0.964890392,-0.648973833,-0.347496604,-0.490541704,-0.622500528,-0.194138048,-0.495659184,-0.571794674,1.080577719,0.927250228,0.927250228,0.787338292,0.718997173,1.070408733
465,소소경,1998,P,0,-0.835713683,-0.51538726,-0.359146751,-1.016795828,-1.161501471,-0.383412175,0,-1.295914149,-1.238780209,-0.93749829,-1.091759843,1.281228858,0.981578484,0.981578484,0.827684906,-0.154532347,1.751894575
466,감병훈,1997,P,0,-0.80218077,-0.43446246,-0.299275295,-0.966381809,-1.111643977,-0.230361223,0,-1.287711251,-1.309473412,-1.144731394,-1.181748183,0.814378583,1.008144151,1.008200717,0.840542443,-0.173924721,1.180627876
