Rank,Name,Year,Position,Binary_SP,WAR_z,경기_z,경기(선발)_z,경기(구원)_z,경기(마무리)_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,실점_z,rRA_z,상대 타자 수_z,피안타_z,피홈런_z,4구_z,몸에 맞는 공_z,고의사구_z,삼진_z,보크_z,폭투_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
1288,김진우,2006,P,1,1.439910612,-0.674516771,1.041848236,-1.047441618,-0.596099172,-0.30934043,-0.250526871,1.410503244,-0.014415094,-0.308184949,-0.56842081,0.841536731,0.347576238,0.293734663,0.293734663,0.831226583,0.533221925,-0.490436586,1.491380682,2.067311822,-0.058319986,0.442358626,-0.358411548,2.626904228,-0.888918498,-0.971375475,-0.971333728,-0.992554092,-0.109199822,-0.586656626
1289,권오준,2006,P,0,1.419506447,2.192306581,-0.819761465,2.139549398,-0.241102146,-0.30934043,-0.250526871,1.171772088,-0.879320721,-0.055746765,5.851390691,0.142316512,-0.712376711,-0.734726227,-0.734726227,0.0903132,-0.149909367,0.149263309,0.347252837,-0.330858713,2.486552122,0.90709337,-0.358411548,-0.561823448,-1.629941212,-1.752614561,-1.75258599,-1.723776614,-1.318459598,-0.909957637
1290,송승준,2010,P,1,1.277152596,-0.184471903,2.109050378,-1.032890961,-0.713535496,1.316628615,-0.229452354,2.618511014,0.79529474,-0.375877019,-0.514940661,2.282487443,2.37964151,2.427415279,2.427415279,2.223969714,2.088885577,2.544307617,1.729125754,1.398405169,1.816037212,1.732968049,-0.422368785,2.170961861,-0.324565134,-0.328835928,-0.328835928,-0.408379634,-0.105856606,-0.699553816
1291,레이번,2008,P,1,1.466460686,-0.20356388,1.991721468,-1.081098749,-0.761826966,-0.295511855,-0.223992914,0.327487557,-0.237739623,-0.339663713,-0.569090538,1.504131616,1.017161969,1.080604683,1.080604683,1.605358802,1.431794663,1.132294836,2.201941597,2.195813674,-0.654667898,0.795625507,-0.402860676,2.552171921,-0.570843211,-0.535742846,-0.535742846,-0.473765801,0.649669486,0.02727761
1292,김선우,2010,P,1,1.245950378,-0.130304589,2.216188639,-1.032890961,-0.713535496,1.316628615,-0.229452354,2.366018043,0.79529474,-0.375877019,-0.514940661,1.977733673,1.755082204,1.84806427,1.84806427,1.978489333,2.250550527,1.022777082,1.20010354,1.108590765,-0.061263906,2.133098993,-0.422368785,1.844518594,-0.533912217,-0.513412271,-0.513412271,-0.500980221,-0.926458967,-0.405521889
1293,권혁,2009,P,0,1.311233822,1.951634171,-0.780848486,1.961508955,1.04438818,-0.234636941,-0.17594519,0.326684665,1.065102278,0.960581548,4.765669705,0.324390101,-0.361574982,-0.334673632,-0.334673632,0.288556219,-0.094429113,0.315867244,0.642657756,0.037712172,1.81619487,0.716049096,-0.39531172,0.952395715,-1.182013383,-1.199913882,-1.199858518,-1.275850741,-0.486499054,-0.873524535
1294,손영민,2009,P,0,1.311233822,1.951634171,-0.780848486,1.961508955,0.220398465,-0.234636941,-0.17594519,0.326684665,-0.496014366,-0.164351992,2.48869875,0.624932077,-0.143702878,-0.054501558,-0.054501558,0.375155601,0.055895943,-0.421504964,-0.472288754,1.914447308,-0.085415105,0.4308431,-0.39531172,-0.587601943,-1.145544261,-1.093519171,-1.093465529,-1.050687801,-1.155583544,-1.997431304
1295,윤석민,2009,P,1,1.284541558,-0.155682368,0.904887575,-0.541411974,0.220398465,-0.234636941,-0.17594519,1.322631428,0.128432291,1.185568256,-0.547262523,1.17374786,0.509913436,0.585891752,0.585891752,1.123985544,0.893421255,0.168392802,0.74401653,1.288868929,-0.085415105,1.779089627,-0.39531172,-0.587601943,-0.890260408,-0.860464088,-0.860414221,-0.805055502,-1.224012639,-0.939636698
1296,송승준,2009,P,1,1.257849293,-0.038609227,2.274548125,-1.070876017,-0.485878434,4.727934363,8.093478722,2.318578191,1.377325607,-0.3893387,-0.547262523,2.219111256,2.340039115,2.186875029,2.186875029,2.270153825,2.289296775,2.527983869,1.960321813,1.288868929,1.81619487,1.442027995,-0.39531172,2.184393842,-0.233816214,-0.338623358,-0.338581943,-0.370081641,0.136966038,-0.410739395
1297,정현욱,2008,P,0,1.380176031,1.465381083,-0.055910814,1.20279702,-0.221725759,-0.295511855,-0.223992914,1.647361649,0.088233262,-0.339663713,1.953877514,1.365428955,0.964767491,0.889232616,0.889232616,1.296829782,0.953845279,-0.433686584,1.638860973,-0.818393858,-0.654667898,1.698989528,-0.402860676,-0.185238285,-0.51845782,-0.58034151,-0.58034151,-0.628571349,-1.037862347,-0.486678024
1298,양현종,2010,P,1,1.177305499,-0.02196996,2.43046516,-1.032890961,-0.713535496,1.316628615,2.504854859,3.123496954,1.447026246,-0.375877019,-0.514940661,2.306779411,2.283555463,2.160022506,2.160022506,2.427666202,2.389120484,0.452203131,3.739410167,0.528961955,-0.687030945,2.586580729,-0.422368785,-0.114141002,-0.403777543,-0.524269703,-0.524269703,-0.457403474,-0.577266473,0.247882394
1299,오승환,2008,P,0,1.358604868,1.712632189,-0.810301655,1.748946008,4.963245832,-0.295511855,-0.223992914,-0.728411717,-0.889685395,6.596697229,-0.569090538,-0.196094545,-1.078617146,-1.120174096,-1.120174096,-0.352204634,-0.730357311,-0.694683487,-0.613461522,-0.818393858,0.784519382,0.266067287,-0.402860676,-0.185238285,-1.566165639,-1.675486477,-1.675486477,-1.707216455,-1.898172693,-1.78668345
1300,우규민,2006,P,0,1.249471735,1.887325373,-0.819761465,1.898110685,2.332626287,-0.30934043,-0.250526871,-0.260614845,-0.014415094,1.837539608,0.835912956,0.051606862,-0.818372006,-0.734726227,-0.734726227,-0.038541302,-0.129208418,-0.703669885,-0.375354223,1.267921644,2.486552122,-0.461292264,-0.358411548,-1.017355973,-1.733684392,-1.682861071,-1.682831323,-1.668590008,-0.38403159,-1.233258648
1301,윤석민,2006,P,0,1.242670347,1.948321615,-0.819761465,1.946398427,2.687623312,-0.30934043,-0.250526871,0.216847466,0.562188658,2.089977791,1.237151175,0.410665893,-0.235397884,-0.267244004,-0.267244004,0.334216363,0.264109598,-0.06396999,0.046166562,-0.06439532,1.214116068,0.700544595,-0.358411548,1.260306653,-1.192737811,-1.285266179,-1.285229726,-1.296080422,-1.197533621,-0.99078289
1302,채병용,2006,P,1,1.235868959,-0.24754308,1.629724984,-0.999153875,-0.596099172,-0.30934043,-0.250526871,0.694309777,1.13879241,-0.308184949,-0.56842081,1.506740832,1.248536244,1.322195554,1.322195554,1.526120502,1.40266175,1.002196503,1.732249702,1.267921644,0.577898041,1.268553726,2.171552319,-0.106290923,-0.607329866,-0.538903837,-0.538854797,-0.475179667,-0.2301258,-0.546244
1303,황두성,2009,P,0,1.211137831,0.605293049,0.272736552,0.373116827,1.632952262,-0.234636941,-0.17594519,1.073644737,-0.183791038,1.635541672,-0.547262523,0.58355311,0.074169227,-0.014476976,-0.014476976,0.487225388,0.163270983,0.315867244,0.287902048,-0.587866207,-0.085415105,0.79383255,2.258924117,-0.279602412,-0.864211035,-1.012456533,-1.012404205,-1.05580514,-0.775421902,-1.237141431
1304,오승환,2007,P,0,1.339371642,1.640495065,-0.768149971,1.701472786,4.691259151,-0.219780446,-0.17350936,0.065520296,0.094180318,5.816681054,-0.554547601,-0.064941659,-0.916392953,-0.873336729,-0.873336729,-0.190030298,-0.511420198,0.165497866,-0.506933796,-0.532924718,0.813543652,0.760817667,-0.456434595,0.659386167,-1.715211755,-1.686976697,-1.686858911,-1.715685391,-1.630437235,-1.952038115
1305,이정훈,2009,P,0,1.204464765,1.600414748,-0.780848486,1.672710386,1.397526629,-0.234636941,-0.17594519,-0.669262098,-0.183791038,1.410554964,1.729708432,0.191541836,-0.405149403,-0.454747377,-0.454747377,0.151016026,0.184745991,-0.421504964,-0.066853659,1.288868929,2.450064861,0.041925833,-0.39531172,0.336396652,-1.114285014,-1.245511616,-1.245455513,-1.275850741,-0.737405738,-0.542963721
1306,정우람,2010,P,0,1.139862838,2.415559192,-0.783682663,2.321971412,0.590054905,-0.30645666,-0.229452354,1.103553192,0.143563234,0.097694908,3.429872619,0.824969413,0.36183452,0.243707632,0.243707632,0.75631041,0.33366612,0.071820497,0.882690212,-0.050666854,0.564503133,1.679617257,-0.422368785,0.212302264,-0.811155651,-0.980281844,-0.980281844,-0.914959315,-1.362949585,-0.928245315
1307,전준호,2006,P,1,1.188259239,-0.064554356,1.433766068,-0.757715162,-0.241102146,0.888106397,-0.250526871,2.365427866,-0.014415094,-0.181965857,-0.56842081,1.334770454,1.354531539,1.135202665,1.135202665,1.466295198,1.506166491,0.362496607,2.033335977,2.067311822,-0.694538013,0.881274773,-0.358411548,1.260306653,-0.370202598,-0.552854535,-0.55280573,-0.523467947,0.055699238,0.059945396
1308,정대현,2009,P,0,1.151080236,1.541878177,-0.780848486,1.624577292,1.515239445,-0.234636941,-0.17594519,-0.420275407,-0.183791038,1.86052838,2.741695523,-0.285405213,-1.18948898,-1.055116106,-1.055116106,-0.399144749,-0.609829305,-1.011402731,-0.624326914,0.037712172,4.351674836,-0.139568892,-0.39531172,-0.279602412,-2.067692057,-1.888946302,-1.888879778,-1.864344789,-1.847477732,-1.633814408
1309,박준수,2006,P,0,1.154252297,1.826329131,-0.819761465,1.849822942,4.285109926,-0.30934043,-0.250526871,0.216847466,0.273886782,4.48814053,-0.56842081,-0.063669985,-0.765374359,-0.828222672,-0.828222672,-0.204211375,-0.419021694,-0.703669885,-0.917309518,-0.06439532,-0.694538013,0.442358626,-0.358411548,-0.561823448,-1.533608259,-1.738663863,-1.738635056,-1.709979963,-2.186927983,-2.162749054
1310,장원준,2010,P,1,1.015053967,-0.238639218,2.001912117,-1.032890961,-0.476519059,4.562799167,5.239162073,2.113525073,0.79529474,-0.375877019,-0.514940661,1.754689247,1.851168251,1.84806427,1.84806427,1.774792846,2.135075563,3.305072884,1.094299097,1.108590765,0.564503133,1.732968049,1.734728936,-0.114141002,-0.301933017,-0.33969336,-0.33969336,-0.419273821,0.112388703,-0.242170818
1311,마정길,2008,P,0,1.178845171,2.145321624,-0.810301655,2.096495364,0.318375449,-0.295511855,-0.223992914,-0.464436899,-0.889685395,0.016047105,1.036434586,0.586904345,0.021666889,-0.067627723,-0.067627723,0.472312574,-0.070331972,0.610301029,0.287467476,2.195813674,2.223706663,0.764475023,1.581601173,0.205820316,-0.775146236,-0.877665935,-0.877665935,-0.928194989,-0.376085157,-1.302960501
1312,한기주,2008,P,0,1.157274007,1.032691648,-0.810301655,1.20279702,3.450962451,-0.295511855,-0.223992914,-0.20046208,-0.563712509,4.284576915,-0.569090538,-0.178197427,-0.97382819,-1.024488062,-1.024488062,-0.320287839,-0.502762366,-0.95568039,-0.557153459,-0.48348191,0.064925742,0.11031487,-0.402860676,-0.967355486,-1.403770927,-1.521868857,-1.521868857,-1.517454816,-1.699639536,-1.242495132
1313,옥스프링,2008,P,1,1.150083619,-0.018125551,2.207261708,-1.031448841,-0.653806725,1.576063229,-0.223992914,1.647361649,2.044070577,-0.339663713,-0.569090538,2.416884607,2.431812872,2.420209158,2.420209158,2.562862657,2.638047869,1.915285546,2.877638345,2.865637569,-0.654667898,2.103945813,-0.402860676,1.378996119,-0.240815248,-0.243373828,-0.243373828,-0.239060616,0.164366214,0.148208347
1314,장원준,2008,P,1,1.128512456,-0.20356388,1.991721468,-1.081098749,-0.329746,7.190788482,3.499889278,2.175311285,2.044070577,-0.339663713,-0.569090538,1.996302346,1.645895704,2.037465022,2.037465022,2.073471798,2.18285798,1.915285546,1.582552911,0.186341986,2.223706663,1.854741945,-0.402860676,0.987937518,-0.450356812,-0.218596792,-0.218596792,-0.199110798,-0.354025917,-0.154118496
1315,고원준,2010,P,1,0.958889975,-0.02196996,1.573359074,-0.675038975,-0.239502623,-0.30645666,-0.229452354,0.346074281,1.121160493,-0.375877019,-0.514940661,1.465394002,1.322694991,1.268713262,1.268713262,1.497974543,1.326750813,1.593351032,1.782027975,2.267848383,-0.687030945,1.039407747,-0.422368785,1.518075328,-0.477331924,-0.556841998,-0.556841998,-0.555451155,0.3219042,-0.340181461
1316,이재곤,2010,P,1,0.958889975,-0.455308476,1.251944292,-0.898696466,-0.476519059,1.316628615,-0.229452354,1.103553192,-0.182302519,-0.375877019,-0.514940661,1.310808756,1.178565921,1.2241478,1.2241478,1.205487279,1.396035792,0.832585765,0.194961333,1.688219574,-0.687030945,-0.107634291,-0.422368785,-1.0934708,-0.466015865,-0.464553827,-0.464553827,-0.539109875,0.121118516,-0.764894244
1317,정우람,2008,P,0,1.121322068,3.443389929,-0.810301655,3.139143433,0.210355207,-0.295511855,-0.223992914,1.38338683,-0.563712509,0.549613331,5.164927761,0.251333392,-0.607066845,-0.402528842,-0.402528842,0.153144622,-0.388964894,-0.17268968,0.343775539,0.856165882,0.064925742,0.671023573,-0.402860676,-0.576296885,-1.204706441,-0.991640298,-0.991640298,-0.953163626,-0.706973752,-1.212262448
1318,한기주,2006,P,0,1.01142314,0.789393026,0.845889321,0.208039691,-0.063603634,-0.30934043,-0.250526871,1.410503244,2.003698037,-0.181965857,1.036532065,1.279966707,1.195538597,1.181950887,1.181950887,1.268411499,1.009343734,0.575729906,1.551597937,2.067311822,-0.058319986,0.778000386,-0.358411548,2.626904228,-0.466535551,-0.462174998,-0.462124664,-0.50277297,0.022719426,-0.748307131
1319,정대현,2010,P,0,0.9339282,1.007209015,-0.783682663,1.158952456,0.353038468,-0.30645666,-0.229452354,0.093581311,-0.834034025,0.571266835,1.238309685,-0.433796159,-1.223585258,-1.271518082,-1.271518082,-0.591220197,-0.797988529,-1.069327404,-1.07469198,-0.920110068,1.190270173,-0.027608102,-0.422368785,-0.767027534,-2.016315886,-2.185456788,-2.185456788,-2.16234369,-2.672421439,-2.169713453
1320,송진우,2006,P,1,0.991018975,-0.308539322,1.727704442,-1.095729361,-0.684848428,-0.30934043,-0.250526871,0.933040933,1.13879241,-0.308184949,-0.56842081,1.410361829,1.619519777,1.509188443,1.509188443,1.452489359,1.63037218,1.002196503,1.250511662,1.267921644,-0.058319986,1.191097936,-0.358411548,1.715839178,-0.214587828,-0.280815925,-0.280762532,-0.399298084,-0.318071965,-0.263355615
1321,정현욱,2009,P,0,0.964234386,1.893097601,-0.780848486,1.91337586,0.338111281,-0.234636941,-0.17594519,1.073644737,0.44065562,0.960581548,3.500685841,0.298256016,-0.187277298,-0.174575304,-0.174575304,0.252897651,0.184745991,0.020918361,0.338581435,-0.587866207,-0.085415105,0.456770918,-0.39531172,1.87639431,-0.911099906,-0.93646031,-0.936409213,-1.019983763,-0.615754012,-0.476851558
1322,우규민,2007,P,0,1.074492033,1.75390132,-0.768149971,1.794558163,4.043189756,-0.219780446,-0.17350936,0.310753404,0.68168611,4.288737966,-0.554547601,0.211219636,-0.286095215,-0.342650476,-0.342650476,0.129424296,-0.162802879,-0.519140674,0.21210455,0.880296701,3.42565685,-0.455324761,-0.456434595,-0.18334152,-0.938351864,-1.045578778,-1.045488697,-1.06874677,-0.158799816,-1.060908765
1323,이승학,2007,P,0,1.074492033,0.10951062,-0.163779724,0.165564067,-0.030389295,-0.219780446,-0.17350936,0.801219621,-0.78707837,-0.295091299,0.064592192,-0.104677097,-0.673970746,-0.740665166,-0.740665166,-0.171238851,-0.265337385,-0.519140674,-0.455573914,0.032363849,-0.231301627,-0.115936177,-0.456434595,0.659386167,-1.236666062,-1.398641853,-1.398536521,-1.418924556,-0.821945073,-1.060908765
1324,크루세타,2009,P,1,0.937542121,0.019927343,2.379906629,-1.070876017,-0.721304067,1.419553494,2.580529447,1.322631428,2.001772264,-0.3893387,-0.547262523,1.996971534,1.817146064,2.106825865,2.106825865,2.091860981,1.408821447,0.463341685,4.038176671,0.66329055,-0.085415105,2.038367805,-0.39531172,4.956389627,-0.421371698,-0.227162232,-0.227122621,-0.329142924,-0.243195603,-0.080178581
1325,구대성,2006,P,0,0.950210644,1.704336648,-0.819761465,1.753247457,4.018862157,-0.30934043,-0.250526871,-0.260614845,-0.014415094,4.361921439,-0.367801701,-0.063669985,-0.765374359,-0.687978005,-0.687978005,-0.121376338,-0.253414108,-0.277203288,-0.495788733,0.202068073,3.758988176,0.726363192,-0.358411548,-1.017355973,-1.533608259,-1.466625253,-1.466591858,-1.516826844,-2.197921254,-1.273671274
1326,장원삼,2007,P,1,1.038697491,-0.060598762,2.253701267,-1.091088521,-0.67845869,-0.219780446,-0.17350936,1.291685837,1.856697694,-0.295091299,-0.554547601,2.003287896,1.895704647,2.133885376,2.133885376,2.008568966,1.764845827,2.447626333,2.471939351,-0.250280435,-0.753724266,2.542607736,-0.456434595,0.659386167,-0.32929371,-0.162921091,-0.162869136,-0.178464264,-0.358651811,-0.281170584
1327,손승락,2010,P,0,0.865283321,1.223878273,-0.783682663,1.337878449,4.619334326,-0.30645666,-0.229452354,-0.41140463,-0.182302519,5.780558035,-0.295784368,-0.034082881,-0.695111998,-0.692167073,-0.692167073,-0.199496183,-0.428468644,-0.879136087,-0.545669766,-0.630295663,3.067571291,0.425873634,-0.422368785,0.53874553,-1.35998449,-1.403721689,-1.403721689,-1.399750623,-2.244660633,-1.614319812
1328,김수경,2007,P,1,1.024379674,-0.060598762,2.253701267,-1.091088521,-0.67845869,-0.219780446,-0.17350936,2.027385161,0.975439006,-0.295091299,-0.554547601,2.160242876,2.283580178,2.355004648,2.355004648,2.154202678,2.133970047,3.132264873,1.752901005,-0.532924718,-0.231301627,2.401195826,-0.456434595,0.659386167,-0.173921732,-0.121730399,-0.121680223,-0.136917747,-0.385904356,-0.429692142
1329,한기주,2007,P,0,1.017220766,1.356979427,-0.768149971,1.468759344,3.950608414,-0.219780446,-0.17350936,-0.42494592,-0.199572578,3.524766421,-0.554547601,0.054264656,-0.480032981,-0.563769748,-0.563769748,-0.053792309,-0.265337385,-0.290927827,-0.404214032,1.445585269,0.291121013,0.675970521,1.605390644,-0.18334152,-1.075079205,-1.245647854,-1.24554913,-1.270544138,-1.37608015,-1.50647344
1330,정재훈,2006,P,0,0.92300509,1.338359199,-0.819761465,1.463521001,3.663865132,-0.30934043,-0.250526871,-0.499346,-0.30271697,4.48814053,-0.56842081,-0.349027426,-1.083360243,-1.061963783,-1.061963783,-0.392891181,-0.729535917,-0.490436586,0.106383817,-0.06439532,1.850334095,0.442358626,-0.358411548,-0.106290923,-1.896709389,-1.961875031,-1.961849988,-1.93762471,-1.538325012,-1.031195516
1331,정대현,2006,P,0,0.916203702,1.704336648,-0.819761465,1.753247457,1.977629262,-0.30934043,-0.250526871,0.933040933,-0.014415094,1.585101425,1.638389393,0.030819234,-0.659379064,-0.59448156,-0.59448156,-0.089162713,-0.274115056,-0.490436586,-0.194702458,-0.330858713,1.850334095,0.106716867,-0.358411548,-1.017355973,-1.444685533,-1.403847112,-1.403812658,-1.351267027,-1.109587455,-1.354496527
1332,윤석민,2007,P,1,0.952790591,-0.174005017,1.850787768,-0.998003144,-0.493296006,2.283805499,2.352015765,0.801219621,4.206720862,-0.295091299,-0.554547601,1.880108038,1.895704647,1.956989958,1.956989958,1.933403179,1.949407937,1.078349253,1.650181242,3.141450972,-0.231301627,1.750701039,-0.456434595,-0.18334152,-0.236070523,-0.192343014,-0.192289788,-0.214075564,-0.431325264,-0.244040194
1333,안영명,2007,P,0,0.931313865,1.697198193,-0.667421597,1.701472786,0.525098757,-0.219780446,-0.17350936,-0.670179028,-0.78707837,0.468880245,2.541151365,0.529103141,0.150264757,0.055364215,0.055364215,0.462972475,0.247335143,0.850136406,0.622983605,0.032363849,0.813543652,1.043641487,-0.456434595,-0.18334152,-0.68354182,-0.816087779,-0.816007611,-0.801662018,-0.576672169,-0.689604869
1334,안지만,2007,P,0,0.924154957,1.243573172,0.339862149,0.863704394,-0.030389295,-0.219780446,-0.17350936,0.310753404,-0.199572578,-0.295091299,0.890111917,0.807251208,0.58662473,0.49760276,0.49760276,0.75893776,0.698486968,0.393710713,0.828423132,-0.815569002,-0.231301627,1.156771016,-0.456434595,3.187569227,-0.459806172,-0.568943627,-0.568874134,-0.59986465,-0.831029254,-0.392561752
1335,임경완,2009,P,0,0.8040808,0.78090276,-0.780848486,0.998847059,0.455824098,-0.234636941,-0.17594519,0.077697974,-0.808237695,-0.164351992,1.223714887,-0.069799013,-0.753744771,-0.574821123,-0.574821123,-0.15972293,-0.287704185,-1.011402731,-0.573647527,-0.275077018,0.548454886,-0.295135799,-0.39531172,-0.895601475,-1.416457738,-1.159382564,-1.159327856,-1.188855968,-1.315251433,-1.336309675
1336,박정진,2010,P,0,0.765436224,1.386380217,-0.783682663,1.472072944,1.656628869,-0.30645666,-0.229452354,-0.41140463,0.143563234,1.991982617,0.799997099,0.319254824,-0.262724786,-0.157381527,-0.157381527,0.228788739,-0.174423722,-0.68894477,0.45947244,-0.340481259,2.441804251,0.852679974,-0.422368785,0.212302264,-1.077083027,-0.974853128,-0.974853128,-1.002112809,-1.572465082,-1.058926172
1337,이재우,2009,P,0,0.777388535,1.424805036,-0.043338959,1.191379438,-0.015027168,-0.234636941,-0.17594519,0.326684665,-0.496014366,-0.3893387,2.48869875,0.69244513,0.335615753,0.385768843,0.385768843,0.675706394,0.292121031,0.90576501,0.997413463,-0.275077018,-0.085415105,1.338316724,-0.39531172,0.952395715,-0.671445677,-0.637541834,-0.637495578,-0.60547926,-0.463689356,-0.741300209
1338,윤성환,2007,P,0,0.852565873,0.279620003,-0.768149971,0.584448263,-0.400714664,-0.219780446,-0.17350936,-0.179712812,-1.080831266,-0.295091299,1.096491848,-0.482163759,-1.15881516,-1.138679856,-1.138679856,-0.570557093,-0.860037518,-0.747353521,-0.506933796,-0.815569002,-0.753724266,0.025475733,-0.456434595,-0.18334152,-1.938947404,-1.940005234,-1.939876518,-1.964964492,-1.494174511,-1.766386167
1339,임태훈,2008,P,0,0.819325777,1.712632189,-0.810301655,1.748946008,0.534415932,-0.295511855,-0.223992914,0.591462375,0.414206148,0.72746874,2.641959709,0.470573081,0.178850323,0.075901328,0.075901328,0.365923257,0.066224995,0.349304126,0.118543289,-1.153305806,0.784519382,1.262882759,-0.402860676,0.205820316,-0.513219281,-0.624940174,-0.624940174,-0.628571349,-1.44595828,-1.000633657
1340,이승호,2009,P,0,0.717330941,2.244317024,-0.675489982,2.154041334,0.69124973,-0.234636941,-0.17594519,0.824658046,0.44065562,0.960581548,1.223714887,0.886272926,0.771359962,0.665940916,0.665940916,0.894751888,0.786046215,0.758290569,1.352169171,0.350501361,2.450064861,1.234605453,-0.39531172,-0.587601943,-0.390112451,-0.521014293,-0.520969923,-0.421255036,-0.418069959,-0.179346825
1341,송승준,2008,P,1,0.804945001,-0.20356388,1.991721468,-1.081098749,-0.545786483,3.447638313,3.499889278,2.175311285,1.06615192,-0.339663713,-0.569090538,1.949322413,1.803079137,2.180994073,2.180994073,2.009638207,2.000782024,0.610301029,2.483481909,0.856165882,1.504113022,2.228547747,-0.402860676,1.378996119,-0.329870413,-0.099667022,-0.099667022,-0.074267614,-0.563588694,0.057510294
1342,김광수,2010,P,0,0.665589127,2.03638799,-0.783682663,2.008850924,1.893645306,-0.30645666,-0.229452354,0.093581311,0.469428987,1.51841069,1.019153392,0.255212365,-0.166638739,-0.112816065,-0.112816065,0.322802502,0.564616049,-0.308562136,0.194961333,0.239147551,1.816037212,0.612601407,-0.422368785,-0.114141002,-0.884710031,-0.844563944,-0.844563944,-0.827805822,-1.135974464,0.247882394
1343,정대현,2008,P,0,0.768993062,1.218129978,-0.810301655,1.351746744,3.018881486,-0.295511855,-0.223992914,0.063512738,-0.237739623,3.217444462,-0.569090538,-0.128980354,-0.607066845,-0.689586943,-0.689586943,-0.187301193,-0.343445905,-0.17268968,-0.219305085,-0.148569962,2.943300303,0.234916804,-0.402860676,-0.576296885,-0.900871174,-1.046149776,-1.046149776,-1.008094627,-1.026832727,-0.728539498
1344,고창성,2010,P,0,0.640627353,2.307224563,-0.783682663,2.232508416,0.116022032,-0.30645666,-0.229452354,0.598567251,0.143563234,-0.375877019,4.306497792,0.383297282,0.025533355,0.065445784,0.065445784,0.249680686,0.056526206,0.071820497,-0.598571988,1.978033979,-0.061263906,0.505899822,-0.422368785,-0.767027534,-0.760233388,-0.741418341,-0.741418341,-0.729758142,-0.961378217,-1.581649598
1345,권혁,2008,P,0,0.747421898,0.847253319,-0.810301655,1.053847296,-0.437766242,-0.295511855,-0.223992914,0.591462375,-1.215658281,-0.339663713,2.871320441,-0.419808513,-1.183406102,-1.072331079,-1.072331079,-0.479871815,-0.684838322,-0.694683487,-0.219305085,-0.818393858,-0.654667898,-0.170039481,-0.402860676,-0.967355486,-1.608073952,-1.43267153,-1.43267153,-1.47251127,-0.684914512,-0.66807413
1346,권혁,2007,P,0,0.759500065,1.640495065,-0.768149971,1.701472786,-0.308133322,-0.219780446,-0.17350936,0.801219621,-0.78707837,-0.295091299,3.36667109,0.193338689,-0.237610774,-0.254202767,-0.254202767,0.087143541,-0.388378792,-0.747353521,0.622983605,-0.250280435,-0.753724266,1.637571511,-0.456434595,0.238022324,-0.851343557,-0.892584779,-0.892501306,-0.926301569,-2.030141225,-1.172299934
1347,이범석,2008,P,1,0.74023151,-0.079938327,1.237330627,-0.634249577,-0.329746,3.447638313,3.499889278,0.855437193,2.044070577,-0.339663713,-0.339729806,1.19093206,0.598006146,0.98491865,0.98491865,1.089370614,0.612452862,1.393291739,1.188396474,-0.148569962,-0.654667898,1.44978566,5.55052487,4.116406324,-0.686091071,-0.392036041,-0.392036041,-0.343928891,-0.265788959,-0.819237551
1348,김상현,2009,P,0,0.643927214,0.605293049,0.694170568,0.180584448,-0.132739984,1.419553494,-0.17594519,0.824658046,0.752878949,-0.3893387,0.211727796,0.934185415,0.989232067,0.786014662,0.786014662,0.843811075,1.108171335,0.168392802,0.135863888,0.350501361,0.548454886,0.845688185,2.258924117,1.260395247,-0.233816214,-0.450084485,-0.450041264,-0.411020357,-0.95789949,-0.576019802
1349,송승준,2007,P,1,0.73802334,-0.3441144,0.944232397,-0.718747013,-0.308133322,2.283805499,-0.17350936,0.310753404,0.387933214,-0.295091299,-0.554547601,0.98606068,1.022984702,0.89561745,0.89561745,0.998528706,1.006090485,1.762987793,1.136582423,0.597652417,2.90323421,0.958794341,-0.456434595,1.08075001,-0.192566369,-0.321799474,-0.321740657,-0.279362948,-0.022537092,-0.095518636
1350,스코비,2007,P,1,0.73802334,-0.514223783,1.246417521,-0.998003144,-0.585877348,-0.219780446,-0.17350936,1.046452729,1.856697694,-0.295091299,-0.554547601,1.166856923,1.265406909,1.116736722,1.116736722,1.181745311,1.170145694,1.306562099,1.804260887,0.315008133,2.380811571,0.449711464,-0.456434595,0.659386167,-0.149062215,-0.286493167,-0.286435875,-0.309039032,0.349914354,0.127263702
1351,박명환,2006,P,1,0.637346775,-0.186546839,1.041848236,-0.661139677,-0.329851403,0.888106397,-0.250526871,0.694309777,0.850490534,-0.181965857,0.234055628,0.937915735,0.983548007,0.948209776,0.948209776,0.891051888,0.450418132,0.149263309,1.310728917,-0.597322105,-0.694538013,2.172204617,-0.358411548,1.260306653,-0.318331008,-0.336618717,-0.336566265,-0.344111479,-1.648257719,-1.031195516
1352,윤성환,2008,P,1,0.697089183,0.352751108,1.776181227,-0.534949761,-0.329746,-0.295511855,-0.223992914,1.647361649,2.370043462,-0.339663713,-0.110369074,1.54663727,1.541106748,1.60687787,1.60687787,1.568122541,1.500073146,0.871297933,1.075780349,1.19107783,-0.654667898,1.854741945,-0.402860676,0.205820316,-0.246053787,-0.193819757,-0.193819757,-0.254041798,-0.729032991,-0.395979971
